MolprovityPHI,MolprovityPSI,MolprovityRegion
-34,-59,0.02
-34,-58,0.02
-34,-57,0.02
-34,-56,0.02
-34,-55,0.02
-34,-54,0.02
-34,-53,0.02
-34,-52,0.02
-34,-51,0.02
-34,-50,0.02
-34,-49,0.02
-34,-48,0.02
-34,-47,0.02
-34,-46,0.02
-34,-45,0.02
-34,-44,0.02
-34,-43,0.02
-34,-42,0.02
-34,-41,0.02
-34,-40,0.02
-34,122,0.02
-34,123,0.02
-34,124,0.02
-34,125,0.02
-34,126,0.02
-34,127,0.02
-34,128,0.02
-34,129,0.02
-34,130,0.02
-34,131,0.02
-34,132,0.02
-34,133,0.02
-34,134,0.02
-34,135,0.02
-34,136,0.02
-34,137,0.02
-35,-63,0.02
-35,-62,0.02
-35,-61,0.02
-35,-60,0.02
-35,-59,0.02
-35,-58,0.02
-35,-57,0.02
-35,-56,0.02
-35,-55,0.02
-35,-54,0.02
-35,-53,0.02
-35,-52,0.02
-35,-51,0.02
-35,-50,0.02
-35,-49,0.02
-35,-48,0.02
-35,-47,0.02
-35,-46,0.02
-35,-45,0.02
-35,-44,0.02
-35,-43,0.02
-35,-42,0.02
-35,-41,0.02
-35,-40,0.02
-35,-39,0.02
-35,-38,0.02
-35,-37,0.02
-35,120,0.02
-35,121,0.02
-35,122,0.02
-35,123,0.02
-35,124,0.02
-35,125,0.02
-35,126,0.02
-35,127,0.02
-35,128,0.02
-35,129,0.02
-35,130,0.02
-35,131,0.02
-35,132,0.02
-35,133,0.02
-35,134,0.02
-35,135,0.02
-35,136,0.02
-35,137,0.02
-35,138,0.02
-35,139,0.02
-36,118,0.02
-36,-64,0.02
-36,-63,0.02
-36,-62,0.02
-36,-61,0.02
-36,-60,0.02
-36,-59,0.02
-36,-58,0.02
-36,-57,0.02
-36,-56,0.02
-36,-55,0.02
-36,-54,0.02
-36,-53,0.02
-36,-52,0.02
-36,-51,0.02
-36,-50,0.02
-36,-49,0.02
-36,-48,0.02
-36,-47,0.02
-36,-46,0.02
-36,-45,0.02
-36,-44,0.02
-36,-43,0.02
-36,-42,0.02
-36,-41,0.02
-36,-40,0.02
-36,-39,0.02
-36,-38,0.02
-36,-37,0.02
-36,-36,0.02
-36,-35,0.02
-36,119,0.02
-36,120,0.02
-36,121,0.02
-36,122,0.02
-36,123,0.02
-36,124,0.02
-36,125,0.02
-36,126,0.02
-36,127,0.02
-36,128,0.02
-36,129,0.02
-36,130,0.02
-36,131,0.02
-36,132,0.02
-36,133,0.02
-36,134,0.02
-36,135,0.02
-36,136,0.02
-36,137,0.02
-36,138,0.02
-36,139,0.02
-36,140,0.02
-36,141,0.02
-36,142,0.02
-37,144,0.02
-37,-65,0.02
-37,-64,0.02
-37,-63,0.02
-37,-62,0.02
-37,-61,0.02
-37,-60,0.02
-37,-59,0.02
-37,-58,0.02
-37,-57,0.02
-37,-56,0.02
-37,-55,0.02
-37,-54,0.02
-37,-53,0.02
-37,-52,0.02
-37,-51,0.02
-37,-50,0.02
-37,-49,0.02
-37,-48,0.02
-37,-47,0.02
-37,-46,0.02
-37,-45,0.02
-37,-44,0.02
-37,-43,0.02
-37,-42,0.02
-37,-41,0.02
-37,-40,0.02
-37,-39,0.02
-37,-38,0.02
-37,-37,0.02
-37,-36,0.02
-37,-35,0.02
-37,-34,0.02
-37,-33,0.02
-37,117,0.02
-37,118,0.02
-37,119,0.02
-37,120,0.02
-37,121,0.02
-37,122,0.02
-37,123,0.02
-37,124,0.02
-37,125,0.02
-37,126,0.02
-37,127,0.02
-37,128,0.02
-37,129,0.02
-37,130,0.02
-37,131,0.02
-37,132,0.02
-37,133,0.02
-37,134,0.02
-37,135,0.02
-37,136,0.02
-37,137,0.02
-37,138,0.02
-37,139,0.02
-37,140,0.02
-37,141,0.02
-37,142,0.02
-37,143,0.02
-38,146,0.02
-38,-66,0.02
-38,-65,0.02
-38,-64,0.02
-38,-63,0.02
-38,-62,0.02
-38,-61,0.02
-38,-60,0.02
-38,-59,0.02
-38,-58,0.02
-38,-57,0.02
-38,-56,0.02
-38,-55,0.02
-38,-54,0.02
-38,-53,0.02
-38,-52,0.02
-38,-51,0.02
-38,-50,0.02
-38,-49,0.02
-38,-48,0.02
-38,-47,0.02
-38,-46,0.02
-38,-45,0.02
-38,-44,0.02
-38,-43,0.02
-38,-42,0.02
-38,-41,0.02
-38,-40,0.02
-38,-39,0.02
-38,-38,0.02
-38,-37,0.02
-38,-36,0.02
-38,-35,0.02
-38,-34,0.02
-38,-33,0.02
-38,-32,0.02
-38,-31,0.02
-38,116,0.02
-38,117,0.02
-38,118,0.02
-38,119,0.02
-38,120,0.02
-38,121,0.02
-38,122,0.02
-38,123,0.02
-38,124,0.02
-38,125,0.02
-38,126,0.02
-38,127,0.02
-38,128,0.02
-38,129,0.02
-38,130,0.02
-38,131,0.02
-38,132,0.02
-38,133,0.02
-38,134,0.02
-38,135,0.02
-38,136,0.02
-38,137,0.02
-38,138,0.02
-38,139,0.02
-38,140,0.02
-38,141,0.02
-38,142,0.02
-38,143,0.02
-38,144,0.02
-38,145,0.02
-39,-67,0.02
-39,-66,0.02
-39,-65,0.02
-39,-64,0.02
-39,-63,0.02
-39,-62,0.02
-39,-61,0.02
-39,-60,0.02
-39,-59,0.02
-39,-58,0.02
-39,-57,0.02
-39,-56,0.02
-39,-55,0.02
-39,-54,0.02
-39,-53,0.02
-39,-52,0.02
-39,-51,0.02
-39,-50,0.02
-39,-49,0.02
-39,-48,0.02
-39,-47,0.02
-39,-46,0.02
-39,-45,0.02
-39,-44,0.02
-39,-43,0.02
-39,-42,0.02
-39,-41,0.02
-39,-40,0.02
-39,-39,0.02
-39,-38,0.02
-39,-37,0.02
-39,-36,0.02
-39,-35,0.02
-39,-34,0.02
-39,-33,0.02
-39,-32,0.02
-39,-31,0.02
-39,-30,0.02
-39,-29,0.02
-39,115,0.02
-39,116,0.02
-39,117,0.02
-39,118,0.02
-39,119,0.02
-39,120,0.02
-39,121,0.02
-39,122,0.02
-39,123,0.02
-39,124,0.02
-39,125,0.02
-39,126,0.02
-39,127,0.02
-39,128,0.02
-39,129,0.02
-39,130,0.02
-39,131,0.02
-39,132,0.02
-39,133,0.02
-39,134,0.02
-39,135,0.02
-39,136,0.02
-39,137,0.02
-39,138,0.02
-39,139,0.02
-39,140,0.02
-39,141,0.02
-39,142,0.02
-39,143,0.02
-39,144,0.02
-39,145,0.02
-39,146,0.02
-39,147,0.02
-40,-67,0.02
-40,-66,0.02
-40,-65,0.02
-40,-64,0.02
-40,-63,0.02
-40,-62,0.02
-40,-61,0.02
-40,-60,0.02
-40,-59,0.02
-40,-58,0.02
-40,-57,0.02
-40,-56,0.02
-40,-55,0.02
-40,-54,0.02
-40,-53,0.02
-40,-52,0.02
-40,-51,0.02
-40,-50,0.02
-40,-49,0.02
-40,-48,0.02
-40,-47,0.02
-40,-46,0.02
-40,-45,0.02
-40,-44,0.02
-40,-43,0.02
-40,-42,0.02
-40,-41,0.02
-40,-40,0.02
-40,-39,0.02
-40,-38,0.02
-40,-37,0.02
-40,-36,0.02
-40,-35,0.02
-40,-34,0.02
-40,-33,0.02
-40,-32,0.02
-40,-31,0.02
-40,-30,0.02
-40,-29,0.02
-40,-28,0.02
-40,-27,0.02
-40,114,0.02
-40,115,0.02
-40,116,0.02
-40,117,0.02
-40,118,0.02
-40,119,0.02
-40,120,0.02
-40,121,0.02
-40,122,0.02
-40,123,0.02
-40,124,0.02
-40,125,0.02
-40,126,0.02
-40,127,0.02
-40,128,0.02
-40,129,0.02
-40,130,0.02
-40,131,0.02
-40,132,0.02
-40,133,0.02
-40,134,0.02
-40,135,0.02
-40,136,0.02
-40,137,0.02
-40,138,0.02
-40,139,0.02
-40,140,0.02
-40,141,0.02
-40,142,0.02
-40,143,0.02
-40,144,0.02
-40,145,0.02
-40,146,0.02
-40,147,0.02
-40,148,0.02
-40,149,0.02
-41,-68,0.02
-41,-67,0.02
-41,-66,0.02
-41,-65,0.02
-41,-64,0.02
-41,-63,0.02
-41,-62,0.02
-41,-61,0.02
-41,-60,0.02
-41,-59,0.02
-41,-58,0.02
-41,-57,0.02
-41,-56,0.02
-41,-55,0.02
-41,-54,0.02
-41,-53,0.02
-41,-52,0.02
-41,-51,0.02
-41,-50,0.02
-41,-49,0.02
-41,-48,0.02
-41,-47,0.02
-41,-46,0.02
-41,-45,0.02
-41,-44,0.02
-41,-43,0.02
-41,-42,0.02
-41,-41,0.02
-41,-40,0.02
-41,-39,0.02
-41,-38,0.02
-41,-37,0.02
-41,-36,0.02
-41,-35,0.02
-41,-34,0.02
-41,-33,0.02
-41,-32,0.02
-41,-31,0.02
-41,-30,0.02
-41,-29,0.02
-41,-28,0.02
-41,-27,0.02
-41,-26,0.02
-41,-25,0.02
-41,113,0.02
-41,114,0.02
-41,115,0.02
-41,116,0.02
-41,117,0.02
-41,118,0.02
-41,119,0.02
-41,120,0.02
-41,121,0.02
-41,122,0.02
-41,123,0.02
-41,124,0.02
-41,125,0.02
-41,126,0.02
-41,127,0.02
-41,128,0.02
-41,129,0.02
-41,130,0.02
-41,131,0.02
-41,132,0.02
-41,133,0.02
-41,134,0.02
-41,135,0.02
-41,136,0.02
-41,137,0.02
-41,138,0.02
-41,139,0.02
-41,140,0.02
-41,141,0.02
-41,142,0.02
-41,143,0.02
-41,144,0.02
-41,145,0.02
-41,146,0.02
-41,147,0.02
-41,148,0.02
-41,149,0.02
-41,150,0.02
-42,-68,0.02
-42,-67,0.02
-42,-66,0.02
-42,-65,0.02
-42,-64,0.02
-42,-63,0.02
-42,-62,0.02
-42,-61,0.02
-42,-60,0.02
-42,-59,0.02
-42,-58,0.02
-42,-57,0.02
-42,-56,0.02
-42,-55,0.02
-42,-54,0.02
-42,-53,0.02
-42,-52,0.02
-42,-51,0.02
-42,-50,0.02
-42,-49,0.02
-42,-48,0.02
-42,-47,0.02
-42,-46,0.02
-42,-45,0.02
-42,-44,0.02
-42,-43,0.02
-42,-42,0.02
-42,-41,0.02
-42,-40,0.02
-42,-39,0.02
-42,-38,0.02
-42,-37,0.02
-42,-36,0.02
-42,-35,0.02
-42,-34,0.02
-42,-33,0.02
-42,-32,0.02
-42,-31,0.02
-42,-30,0.02
-42,-29,0.02
-42,-28,0.02
-42,-27,0.02
-42,-26,0.02
-42,-25,0.02
-42,-24,0.02
-42,-23,0.02
-42,112,0.02
-42,113,0.02
-42,114,0.02
-42,115,0.02
-42,116,0.02
-42,117,0.02
-42,118,0.02
-42,119,0.02
-42,120,0.02
-42,121,0.02
-42,122,0.02
-42,123,0.02
-42,124,0.02
-42,125,0.02
-42,126,0.02
-42,127,0.02
-42,128,0.02
-42,129,0.02
-42,130,0.02
-42,131,0.02
-42,132,0.02
-42,133,0.02
-42,134,0.02
-42,135,0.02
-42,136,0.02
-42,137,0.02
-42,138,0.02
-42,139,0.02
-42,140,0.02
-42,141,0.02
-42,142,0.02
-42,143,0.02
-42,144,0.02
-42,145,0.02
-42,146,0.02
-42,147,0.02
-42,148,0.02
-42,149,0.02
-42,150,0.02
-42,151,0.02
-42,152,0.02
-43,111,0.02
-43,-67,0.02
-43,-69,0.02
-43,-68,0.02
-43,-66,0.02
-43,-65,0.02
-43,-64,0.02
-43,-63,0.02
-43,-62,0.02
-43,-61,0.02
-43,-60,0.02
-43,-59,0.02
-43,-58,0.02
-43,-57,0.02
-43,-56,0.02
-43,-55,0.02
-43,-54,0.02
-43,-53,0.02
-43,-52,0.02
-43,-41,0.02
-43,-40,0.02
-43,-39,0.02
-43,-38,0.02
-43,-37,0.02
-43,-36,0.02
-43,-35,0.02
-43,-34,0.02
-43,-33,0.02
-43,-32,0.02
-43,-31,0.02
-43,-30,0.02
-43,-29,0.02
-43,-28,0.02
-43,-27,0.02
-43,-26,0.02
-43,-25,0.02
-43,-24,0.02
-43,-23,0.02
-43,-22,0.02
-43,-21,0.02
-43,112,0.02
-43,113,0.02
-43,114,0.02
-43,115,0.02
-43,116,0.02
-43,117,0.02
-43,118,0.02
-43,119,0.02
-43,120,0.02
-43,121,0.02
-43,122,0.02
-43,123,0.02
-43,124,0.02
-43,125,0.02
-43,126,0.02
-43,127,0.02
-43,128,0.02
-43,129,0.02
-43,130,0.02
-43,131,0.02
-43,132,0.02
-43,133,0.02
-43,134,0.02
-43,135,0.02
-43,136,0.02
-43,137,0.02
-43,138,0.02
-43,139,0.02
-43,140,0.02
-43,141,0.02
-43,142,0.02
-43,143,0.02
-43,144,0.02
-43,145,0.02
-43,146,0.02
-43,147,0.02
-43,148,0.02
-43,149,0.02
-43,150,0.02
-43,151,0.02
-43,152,0.02
-43,153,0.02
-44,-70,0.02
-44,-69,0.02
-44,-68,0.02
-44,-67,0.02
-44,-66,0.02
-44,-65,0.02
-44,-64,0.02
-44,-63,0.02
-44,-62,0.02
-44,-61,0.02
-44,-60,0.02
-44,-59,0.02
-44,-58,0.02
-44,-57,0.02
-44,-56,0.02
-44,-55,0.02
-44,-37,0.02
-44,-36,0.02
-44,-35,0.02
-44,-34,0.02
-44,-33,0.02
-44,-32,0.02
-44,-31,0.02
-44,-30,0.02
-44,-29,0.02
-44,-28,0.02
-44,-27,0.02
-44,-26,0.02
-44,-25,0.02
-44,-24,0.02
-44,-23,0.02
-44,-22,0.02
-44,-21,0.02
-44,-20,0.02
-44,-19,0.02
-44,111,0.02
-44,112,0.02
-44,113,0.02
-44,114,0.02
-44,115,0.02
-44,116,0.02
-44,117,0.02
-44,118,0.02
-44,119,0.02
-44,120,0.02
-44,121,0.02
-44,122,0.02
-44,123,0.02
-44,124,0.02
-44,125,0.02
-44,126,0.02
-44,127,0.02
-44,135,0.02
-44,136,0.02
-44,137,0.02
-44,138,0.02
-44,139,0.02
-44,140,0.02
-44,141,0.02
-44,142,0.02
-44,143,0.02
-44,144,0.02
-44,145,0.02
-44,146,0.02
-44,147,0.02
-44,148,0.02
-44,149,0.02
-44,150,0.02
-44,151,0.02
-44,152,0.02
-44,153,0.02
-44,154,0.02
-44,155,0.02
-45,-70,0.02
-45,-69,0.02
-45,-68,0.02
-45,-67,0.02
-45,-66,0.02
-45,-65,0.02
-45,-64,0.02
-45,-63,0.02
-45,-62,0.02
-45,-61,0.02
-45,-60,0.02
-45,-59,0.02
-45,-58,0.02
-45,-57,0.02
-45,-56,0.02
-45,-34,0.02
-45,-33,0.02
-45,-32,0.02
-45,-31,0.02
-45,-30,0.02
-45,-29,0.02
-45,-28,0.02
-45,-27,0.02
-45,-26,0.02
-45,-25,0.02
-45,-24,0.02
-45,-23,0.02
-45,-22,0.02
-45,-21,0.02
-45,-20,0.02
-45,-19,0.02
-45,-18,0.02
-45,110,0.02
-45,111,0.02
-45,112,0.02
-45,113,0.02
-45,114,0.02
-45,115,0.02
-45,116,0.02
-45,117,0.02
-45,118,0.02
-45,119,0.02
-45,120,0.02
-45,121,0.02
-45,122,0.02
-45,123,0.02
-45,124,0.02
-45,125,0.02
-45,138,0.02
-45,139,0.02
-45,140,0.02
-45,141,0.02
-45,142,0.02
-45,143,0.02
-45,144,0.02
-45,145,0.02
-45,146,0.02
-45,147,0.02
-45,148,0.02
-45,149,0.02
-45,150,0.02
-45,151,0.02
-45,152,0.02
-45,153,0.02
-45,154,0.02
-45,155,0.02
-45,156,0.02
-46,-70,0.02
-46,-69,0.02
-46,-68,0.02
-46,-67,0.02
-46,-66,0.02
-46,-65,0.02
-46,-64,0.02
-46,-63,0.02
-46,-62,0.02
-46,-61,0.02
-46,-60,0.02
-46,-59,0.02
-46,-58,0.02
-46,-31,0.02
-46,-30,0.02
-46,-29,0.02
-46,-28,0.02
-46,-27,0.02
-46,-26,0.02
-46,-25,0.02
-46,-24,0.02
-46,-23,0.02
-46,-22,0.02
-46,-21,0.02
-46,-20,0.02
-46,-19,0.02
-46,-18,0.02
-46,-17,0.02
-46,-16,0.02
-46,109,0.02
-46,110,0.02
-46,111,0.02
-46,112,0.02
-46,113,0.02
-46,114,0.02
-46,115,0.02
-46,116,0.02
-46,117,0.02
-46,118,0.02
-46,119,0.02
-46,120,0.02
-46,121,0.02
-46,122,0.02
-46,123,0.02
-46,139,0.02
-46,140,0.02
-46,141,0.02
-46,142,0.02
-46,143,0.02
-46,144,0.02
-46,145,0.02
-46,146,0.02
-46,147,0.02
-46,148,0.02
-46,149,0.02
-46,150,0.02
-46,151,0.02
-46,152,0.02
-46,153,0.02
-46,154,0.02
-46,155,0.02
-46,156,0.02
-46,157,0.02
-46,158,0.02
-47,-71,0.02
-47,-70,0.02
-47,-69,0.02
-47,-68,0.02
-47,-67,0.02
-47,-66,0.02
-47,-65,0.02
-47,-64,0.02
-47,-63,0.02
-47,-62,0.02
-47,-61,0.02
-47,-60,0.02
-47,-59,0.02
-47,-58,0.02
-47,-28,0.02
-47,-27,0.02
-47,-26,0.02
-47,-25,0.02
-47,-24,0.02
-47,-23,0.02
-47,-22,0.02
-47,-21,0.02
-47,-20,0.02
-47,-19,0.02
-47,-18,0.02
-47,-17,0.02
-47,-16,0.02
-47,-15,0.02
-47,109,0.02
-47,110,0.02
-47,111,0.02
-47,112,0.02
-47,113,0.02
-47,114,0.02
-47,115,0.02
-47,116,0.02
-47,117,0.02
-47,118,0.02
-47,119,0.02
-47,120,0.02
-47,121,0.02
-47,122,0.02
-47,141,0.02
-47,142,0.02
-47,143,0.02
-47,144,0.02
-47,145,0.02
-47,146,0.02
-47,147,0.02
-47,148,0.02
-47,149,0.02
-47,150,0.02
-47,151,0.02
-47,152,0.02
-47,153,0.02
-47,154,0.02
-47,155,0.02
-47,156,0.02
-47,157,0.02
-47,158,0.02
-47,159,0.02
-48,-71,0.02
-48,-70,0.02
-48,-69,0.02
-48,-68,0.02
-48,-67,0.02
-48,-66,0.02
-48,-65,0.02
-48,-64,0.02
-48,-63,0.02
-48,-62,0.02
-48,-61,0.02
-48,-60,0.02
-48,-26,0.02
-48,-25,0.02
-48,-24,0.02
-48,-23,0.02
-48,-22,0.02
-48,-21,0.02
-48,-20,0.02
-48,-19,0.02
-48,-18,0.02
-48,-17,0.02
-48,-16,0.02
-48,-15,0.02
-48,-14,0.02
-48,-13,0.02
-48,108,0.02
-48,109,0.02
-48,110,0.02
-48,111,0.02
-48,112,0.02
-48,113,0.02
-48,114,0.02
-48,115,0.02
-48,116,0.02
-48,117,0.02
-48,118,0.02
-48,119,0.02
-48,120,0.02
-48,121,0.02
-48,143,0.02
-48,144,0.02
-48,145,0.02
-48,146,0.02
-48,147,0.02
-48,148,0.02
-48,149,0.02
-48,150,0.02
-48,151,0.02
-48,152,0.02
-48,153,0.02
-48,154,0.02
-48,155,0.02
-48,156,0.02
-48,157,0.02
-48,158,0.02
-48,159,0.02
-48,160,0.02
-48,161,0.02
-49,-71,0.02
-49,-70,0.02
-49,-69,0.02
-49,-68,0.02
-49,-67,0.02
-49,-66,0.02
-49,-65,0.02
-49,-64,0.02
-49,-63,0.02
-49,-62,0.02
-49,-61,0.02
-49,-60,0.02
-49,-24,0.02
-49,-23,0.02
-49,-22,0.02
-49,-21,0.02
-49,-20,0.02
-49,-19,0.02
-49,-18,0.02
-49,-17,0.02
-49,-16,0.02
-49,-15,0.02
-49,-14,0.02
-49,-13,0.02
-49,-12,0.02
-49,-11,0.02
-49,107,0.02
-49,108,0.02
-49,109,0.02
-49,110,0.02
-49,111,0.02
-49,112,0.02
-49,113,0.02
-49,114,0.02
-49,115,0.02
-49,116,0.02
-49,117,0.02
-49,118,0.02
-49,119,0.02
-49,120,0.02
-49,144,0.02
-49,145,0.02
-49,146,0.02
-49,147,0.02
-49,148,0.02
-49,149,0.02
-49,150,0.02
-49,151,0.02
-49,152,0.02
-49,153,0.02
-49,154,0.02
-49,155,0.02
-49,156,0.02
-49,157,0.02
-49,158,0.02
-49,159,0.02
-49,160,0.02
-49,161,0.02
-49,162,0.02
-49,163,0.02
-50,-23,0.02
-50,-71,0.02
-50,-70,0.02
-50,-69,0.02
-50,-68,0.02
-50,-67,0.02
-50,-66,0.02
-50,-65,0.02
-50,-64,0.02
-50,-63,0.02
-50,-62,0.02
-50,-61,0.02
-50,-22,0.02
-50,-21,0.02
-50,-20,0.02
-50,-19,0.02
-50,-18,0.02
-50,-17,0.02
-50,-16,0.02
-50,-15,0.02
-50,-14,0.02
-50,-13,0.02
-50,-12,0.02
-50,-11,0.02
-50,-10,0.02
-50,107,0.02
-50,108,0.02
-50,109,0.02
-50,110,0.02
-50,111,0.02
-50,112,0.02
-50,113,0.02
-50,114,0.02
-50,115,0.02
-50,116,0.02
-50,117,0.02
-50,118,0.02
-50,119,0.02
-50,120,0.02
-50,145,0.02
-50,146,0.02
-50,147,0.02
-50,148,0.02
-50,149,0.02
-50,150,0.02
-50,151,0.02
-50,152,0.02
-50,153,0.02
-50,154,0.02
-50,155,0.02
-50,156,0.02
-50,157,0.02
-50,158,0.02
-50,159,0.02
-50,160,0.02
-50,161,0.02
-50,162,0.02
-50,163,0.02
-50,164,0.02
-50,165,0.02
-51,-71,0.02
-51,-70,0.02
-51,-69,0.02
-51,-68,0.02
-51,-67,0.02
-51,-66,0.02
-51,-65,0.02
-51,-64,0.02
-51,-63,0.02
-51,-62,0.02
-51,-61,0.02
-51,-20,0.02
-51,-19,0.02
-51,-18,0.02
-51,-17,0.02
-51,-16,0.02
-51,-15,0.02
-51,-14,0.02
-51,-13,0.02
-51,-12,0.02
-51,-11,0.02
-51,-10,0.02
-51,-9,0.02
-51,106,0.02
-51,107,0.02
-51,108,0.02
-51,109,0.02
-51,110,0.02
-51,111,0.02
-51,112,0.02
-51,113,0.02
-51,114,0.02
-51,115,0.02
-51,116,0.02
-51,117,0.02
-51,118,0.02
-51,119,0.02
-51,147,0.02
-51,148,0.02
-51,149,0.02
-51,150,0.02
-51,151,0.02
-51,152,0.02
-51,153,0.02
-51,154,0.02
-51,155,0.02
-51,156,0.02
-51,157,0.02
-51,158,0.02
-51,159,0.02
-51,160,0.02
-51,161,0.02
-51,162,0.02
-51,163,0.02
-51,164,0.02
-51,165,0.02
-51,166,0.02
-51,167,0.02
-52,-72,0.02
-52,-71,0.02
-52,-70,0.02
-52,-69,0.02
-52,-68,0.02
-52,-67,0.02
-52,-66,0.02
-52,-65,0.02
-52,-64,0.02
-52,-63,0.02
-52,-62,0.02
-52,-19,0.02
-52,-18,0.02
-52,-17,0.02
-52,-16,0.02
-52,-15,0.02
-52,-14,0.02
-52,-13,0.02
-52,-12,0.02
-52,-11,0.02
-52,-10,0.02
-52,-9,0.02
-52,-8,0.02
-52,-7,0.02
-52,105,0.02
-52,106,0.02
-52,107,0.02
-52,108,0.02
-52,109,0.02
-52,110,0.02
-52,111,0.02
-52,112,0.02
-52,113,0.02
-52,114,0.02
-52,115,0.02
-52,116,0.02
-52,117,0.02
-52,118,0.02
-52,148,0.02
-52,149,0.02
-52,150,0.02
-52,151,0.02
-52,152,0.02
-52,153,0.02
-52,154,0.02
-52,155,0.02
-52,156,0.02
-52,157,0.02
-52,158,0.02
-52,159,0.02
-52,160,0.02
-52,161,0.02
-52,162,0.02
-52,163,0.02
-52,164,0.02
-52,165,0.02
-52,166,0.02
-52,167,0.02
-52,168,0.02
-52,169,0.02
-53,-72,0.02
-53,-71,0.02
-53,-70,0.02
-53,-69,0.02
-53,-68,0.02
-53,-67,0.02
-53,-66,0.02
-53,-65,0.02
-53,-64,0.02
-53,-63,0.02
-53,-62,0.02
-53,-18,0.02
-53,-17,0.02
-53,-16,0.02
-53,-15,0.02
-53,-14,0.02
-53,-13,0.02
-53,-12,0.02
-53,-11,0.02
-53,-10,0.02
-53,-9,0.02
-53,-8,0.02
-53,-7,0.02
-53,-6,0.02
-53,-5,0.02
-53,105,0.02
-53,106,0.02
-53,107,0.02
-53,108,0.02
-53,109,0.02
-53,110,0.02
-53,111,0.02
-53,112,0.02
-53,113,0.02
-53,114,0.02
-53,115,0.02
-53,116,0.02
-53,117,0.02
-53,118,0.02
-53,150,0.02
-53,151,0.02
-53,152,0.02
-53,153,0.02
-53,154,0.02
-53,155,0.02
-53,156,0.02
-53,157,0.02
-53,158,0.02
-53,159,0.02
-53,160,0.02
-53,161,0.02
-53,162,0.02
-53,163,0.02
-53,164,0.02
-53,165,0.02
-53,166,0.02
-53,167,0.02
-53,168,0.02
-53,169,0.02
-53,170,0.02
-53,171,0.02
-54,-72,0.02
-54,-71,0.02
-54,-70,0.02
-54,-69,0.02
-54,-68,0.02
-54,-67,0.02
-54,-66,0.02
-54,-65,0.02
-54,-64,0.02
-54,-63,0.02
-54,-62,0.02
-54,-16,0.02
-54,-15,0.02
-54,-14,0.02
-54,-13,0.02
-54,-12,0.02
-54,-11,0.02
-54,-10,0.02
-54,-9,0.02
-54,-8,0.02
-54,-7,0.02
-54,-6,0.02
-54,-5,0.02
-54,-4,0.02
-54,104,0.02
-54,105,0.02
-54,106,0.02
-54,107,0.02
-54,108,0.02
-54,109,0.02
-54,110,0.02
-54,111,0.02
-54,112,0.02
-54,113,0.02
-54,114,0.02
-54,115,0.02
-54,116,0.02
-54,117,0.02
-54,152,0.02
-54,153,0.02
-54,154,0.02
-54,155,0.02
-54,156,0.02
-54,157,0.02
-54,158,0.02
-54,159,0.02
-54,160,0.02
-54,161,0.02
-54,162,0.02
-54,163,0.02
-54,164,0.02
-54,165,0.02
-54,166,0.02
-54,167,0.02
-54,168,0.02
-54,169,0.02
-54,170,0.02
-54,171,0.02
-54,172,0.02
-55,-73,0.02
-55,-72,0.02
-55,-71,0.02
-55,-70,0.02
-55,-69,0.02
-55,-68,0.02
-55,-67,0.02
-55,-66,0.02
-55,-65,0.02
-55,-64,0.02
-55,-63,0.02
-55,-14,0.02
-55,-13,0.02
-55,-12,0.02
-55,-11,0.02
-55,-10,0.02
-55,-9,0.02
-55,-8,0.02
-55,-7,0.02
-55,-6,0.02
-55,-5,0.02
-55,-4,0.02
-55,-3,0.02
-55,-2,0.02
-55,103,0.02
-55,104,0.02
-55,105,0.02
-55,106,0.02
-55,107,0.02
-55,108,0.02
-55,109,0.02
-55,110,0.02
-55,111,0.02
-55,112,0.02
-55,113,0.02
-55,114,0.02
-55,115,0.02
-55,116,0.02
-55,153,0.02
-55,154,0.02
-55,155,0.02
-55,156,0.02
-55,157,0.02
-55,158,0.02
-55,159,0.02
-55,160,0.02
-55,161,0.02
-55,162,0.02
-55,163,0.02
-55,164,0.02
-55,165,0.02
-55,166,0.02
-55,167,0.02
-55,168,0.02
-55,169,0.02
-55,170,0.02
-55,171,0.02
-55,172,0.02
-55,173,0.02
-55,174,0.02
-56,-73,0.02
-56,-72,0.02
-56,-71,0.02
-56,-70,0.02
-56,-69,0.02
-56,-68,0.02
-56,-67,0.02
-56,-66,0.02
-56,-65,0.02
-56,-64,0.02
-56,-63,0.02
-56,-13,0.02
-56,-12,0.02
-56,-11,0.02
-56,-10,0.02
-56,-9,0.02
-56,-8,0.02
-56,-7,0.02
-56,-6,0.02
-56,-5,0.02
-56,-4,0.02
-56,-3,0.02
-56,-2,0.02
-56,-1,0.02
-56,102,0.02
-56,103,0.02
-56,104,0.02
-56,105,0.02
-56,106,0.02
-56,107,0.02
-56,108,0.02
-56,109,0.02
-56,110,0.02
-56,111,0.02
-56,112,0.02
-56,113,0.02
-56,114,0.02
-56,115,0.02
-56,116,0.02
-56,155,0.02
-56,156,0.02
-56,157,0.02
-56,158,0.02
-56,159,0.02
-56,160,0.02
-56,161,0.02
-56,162,0.02
-56,163,0.02
-56,164,0.02
-56,165,0.02
-56,166,0.02
-56,167,0.02
-56,168,0.02
-56,169,0.02
-56,170,0.02
-56,171,0.02
-56,172,0.02
-56,173,0.02
-56,174,0.02
-56,175,0.02
-57,177,0.02
-57,-73,0.02
-57,-72,0.02
-57,-71,0.02
-57,-70,0.02
-57,-69,0.02
